pl_name,hostname,disc_year,discoverymethod,disc_facility,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_eqt,st_teff,sy_dist,sy_snum,sy_pnum
"Kepler-1634 b","Kepler-1634",2016,"Transit","Kepler",374.87623900000,1.0525000000,3.19000000,10.30000000,282.00,5474.00,617.33900000,1,1
"Kepler-1635 b","Kepler-1635",2016,"Transit","Kepler",469.63111000000,1.1266400000,3.64000000,12.90000000,200.00,5347.00,1069.45000000,1,1
"Kepler-1636 b","Kepler-1636",2016,"Transit","Kepler",425.47785000000,1.1219100000,3.23000000,10.50000000,248.00,5797.00,1947.54000000,1,1
"Kepler-1637 b","Kepler-1637",2016,"Transit","Kepler",6.10960324000,0.0596000000,0.89000000,0.64000000,1093.00,5789.00,567.18700000,1,1
"Kepler-1638 b","Kepler-1638",2016,"Transit","Kepler",259.33683000000,0.7450000000,1.87000000,4.16000000,304.00,5710.00,1525.52000000,1,1
"Kepler-1639 b","Kepler-1639",2016,"Transit","Kepler",9.87848200000,0.0932000000,2.58000000,7.18000000,1003.00,6150.00,1031.31000000,1,1
"Kepler-1640 b","Kepler-1640",2016,"Transit","Kepler",7.58441260000,0.0836000000,4.82000000,20.70000000,1228.00,6324.00,1859.78000000,1,1
"Kepler-1641 b","Kepler-1641",2016,"Transit","Kepler",19.67226600000,0.1473000000,3.11000000,9.85000000,908.00,6152.00,860.37000000,1,2
"Kepler-1641 c","Kepler-1641",2016,"Transit","Kepler",32.65721200000,0.2065000000,2.95000000,9.01000000,767.00,6152.00,860.37000000,1,2
"Kepler-1642 b","Kepler-1642",2016,"Transit","Kepler",12.20575130000,0.1016000000,3.20000000,10.30000000,895.00,5355.00,413.87300000,1,2
"Kepler-1642 c","Kepler-1642",2016,"Transit","Kepler",6.65138020000,0.0678000000,2.66000000,7.56000000,1095.00,5355.00,413.87300000,1,2
"Kepler-1643 b","Kepler-1643",2016,"Transit","Kepler",5.34265700000,0.0531000000,2.32000000,5.99000000,799.00,4916.00,341.77400000,1,1
"Kepler-1644 b","Kepler-1644",2016,"Transit","Kepler",21.09077580000,0.1420000000,1.88000000,4.19000000,606.00,5499.00,629.27000000,1,1
"Kepler-1645 b","Kepler-1645",2016,"Transit","Kepler",16.17795610000,0.1285000000,1.78000000,3.82000000,754.00,5812.00,1202.47000000,1,1
"Kepler-1646 b","Kepler-1646",2016,"Transit","Kepler",4.48558383000,0.0295000000,1.23000000,2.04000000,365.00,3299.00,127.59100000,1,1
"Kepler-1647 b","Kepler-1647",2016,"Transit","Kepler",1107.59230000000,2.7205000000,11.87390000,483.00000000,242.92,6210.00,1212.45000000,2,1
"Kepler-166 d","Kepler-166",2016,"Transit","Kepler",1.55400392800,0.0244900000,1.73000000,3.64000000,1313.00,5350.00,603.53000000,1,3
"Kepler-167 d","Kepler-167",2016,"Transit","Kepler",21.80379000000,0.1404000000,1.23800000,2.06000000,538.00,4884.00,341.90800000,2,4
"Kepler-167 e","Kepler-167",2016,"Transit","Kepler",1071.23205000000,1.8830000000,10.16000000,321.00669107,134.40,4884.00,341.90800000,2,4
"Kepler-176 e","Kepler-176",2016,"Transit","Kepler",51.16579000000,0.2565400000,1.45000000,0.52075000,398.00,5295.00,527.32100000,1,4
"Kepler-191 d","Kepler-191",2016,"Transit","Kepler",5.94504101700,0.0610400000,2.28000000,5.82000000,857.00,5215.00,594.46400000,1,3
"Kepler-192 d","Kepler-192",2016,"Transit","Kepler",6.47027579000,0.0686000000,1.02000000,1.04000000,926.00,5487.00,651.67400000,1,3
"Kepler-198 d","Kepler-198",2016,"Transit","Kepler",1.31184443000,0.0234200000,1.53000000,2.96000000,1562.00,5636.00,495.35800000,1,3
"Kepler-20 g","Kepler-20",2016,"Radial Velocity","Multiple Observatories",34.94000000000,0.2055000000,4.71000000,19.96000000,524.00,5495.00,282.56300000,2,6
"Kepler-217 d","Kepler-217",2016,"Transit","Kepler",3.88689525000,0.0534000000,1.32000000,2.30000000,1574.00,6341.00,1104.64000000,1,3
"Kepler-218 d","Kepler-218",2016,"Transit","Kepler",124.52446470000,0.4988400000,2.66000000,7.56000000,356.00,5542.00,656.38000000,1,3
"Kepler-245 e","Kepler-245",2016,"Transit","Kepler",3.21982105600,0.0405300000,1.75000000,1806.36000000,998.00,5174.00,861.52700000,1,4
"Kepler-255 d","Kepler-255",2016,"Transit","Kepler",1.04562265800,0.0192000000,1.32000000,2.30000000,1710.00,5431.00,1052.53000000,1,3
"Kepler-271 d","Kepler-271",2016,"Transit","Kepler",5.24972541000,0.0555400000,0.66000000,0.21900000,954.00,5555.00,404.54200000,1,3
"Kepler-304 e","Kepler-304",2016,"Transit","Kepler",1.49914695300,0.0231700000,1.20000000,1.87000000,1137.00,4817.00,434.68400000,1,4
"Kepler-342 e","Kepler-342",2016,"Transit","Kepler",1.64422461300,0.0290900000,0.88000000,0.61500000,1897.00,6366.00,781.61100000,1,4
"Kepler-351 d","Kepler-351",2016,"Transit","Kepler",142.54424700000,0.5177000000,2.72000000,7.85000000,318.00,5225.00,1083.91000000,1,3
"Kepler-398 d","Kepler-398",2016,"Transit","Kepler",6.83437001000,0.0618000000,0.88000000,0.61500000,636.00,4557.00,177.35500000,1,3
"Kepler-401 d","Kepler-401",2016,"Transit","Kepler",184.25640500000,0.6688600000,2.27000000,5.77000000,380.00,6184.00,965.56000000,1,3
"Kepler-403 d","Kepler-403",2016,"Transit","Kepler",13.61159129000,0.1217800000,1.42000000,2.60000000,958.00,6209.00,840.26900000,1,3
"Kepler-411 c","Kepler-411",2016,"Transit","Kepler",7.83443500000,0.0739000000,4.42100000,26.40000000,838.00,4974.00,153.67600000,2,4
"Kepler-436 c","Kepler-436",2016,"Transit","Kepler",16.79713874000,0.1145200000,2.33000000,6.04000000,503.00,4685.00,588.86700000,1,2
"Kepler-458 c","KIC 9663113",2016,"Transit","Kepler",20.74028413000,0.1701200000,4.20000000,16.40000000,798.00,6117.21,1594.74000000,1,2
"Kepler-460 c","KIC 5437945",2016,"Transit","Kepler",220.13033570000,0.7531800000,5.52000000,26.10000000,389.00,6146.00,1274.01000000,1,2
"Kepler-461 b","Kepler-461",2016,"Transit","Kepler",8.31378305900,0.0789500000,2.58000000,7.18000000,886.00,5634.00,692.15800000,1,1
"Kepler-462 b","Kepler-462",2016,"Transit","Kepler",84.68660000000,0.4172000000,3.00000000,53.90000000,611.00,7500.00,596.62500000,1,2
"Kepler-463 b","Kepler-463",2016,"Transit","Kepler",8.98101683300,0.0792500000,3.05000000,9.53000000,880.00,5661.00,394.80400000,1,1
"Kepler-464 b","Kepler-464",2016,"Transit","Kepler",7.25696522400,0.0793100000,3.30000000,10.90000000,1163.00,5933.00,667.60400000,1,1
"Kepler-465 b","Kepler-465",2016,"Transit","Kepler",9.94067246600,0.0919500000,2.95000000,9.01000000,996.00,6310.00,553.07700000,1,1
"Kepler-466 b","Kepler-466",2016,"Transit","Kepler",51.07926307000,0.2676900000,2.85000000,8.50000000,503.00,5927.00,530.12200000,1,2
"Kepler-466 c","Kepler-466",2016,"Transit","Kepler",3.70921384600,0.0465800000,1.25000000,2.10000000,1206.00,5927.00,530.12200000,1,2
"Kepler-467 b","Kepler-467",2016,"Transit","Kepler",24.99324193000,0.1684800000,2.25000000,5.69000000,712.00,5809.00,466.26500000,1,1
"Kepler-468 b","Kepler-468",2016,"Transit","Kepler",38.47875706700,0.2213000000,13.34000000,,484.00,5498.00,442.87100000,1,1
"Kepler-471 b","Kepler-471",2016,"Transit","Kepler",5.01423457500,0.0626000000,14.96000000,,1308.00,6733.00,1249.41000000,1,1
"Kepler-472 b","Kepler-472",2016,"Transit","Kepler",4.17625551400,0.0482300000,3.22000000,10.50000000,876.00,4996.00,306.60200000,1,1
"Kepler-473 b","Kepler-473",2016,"Transit","Kepler",14.55731705000,0.1204800000,4.08000000,15.60000000,879.00,5816.00,905.93700000,1,1
"Kepler-474 b","Kepler-474",2016,"Transit","Kepler",5.66067293500,0.0609200000,3.06000000,9.59000000,1115.00,5785.00,841.49600000,1,1
"Kepler-475 b","Kepler-475",2016,"Transit","Kepler",3.10550818900,0.0398900000,2.49000000,6.76000000,980.00,5009.00,280.06900000,1,1
"Kepler-476 b","Kepler-476",2016,"Transit","Kepler",14.00640607000,0.1126000000,3.08000000,9.69000000,807.00,5837.00,813.53500000,1,1
"Kepler-477 b","Kepler-477",2016,"Transit","Kepler",11.11990653000,0.0911000000,2.07000000,4.94000000,649.00,5240.00,367.00000000,2,1
"Kepler-478 b","Kepler-478",2016,"Transit","Kepler",13.22175760000,0.1032000000,2.71000000,7.80000000,640.00,5210.00,420.00000000,1,1
"Kepler-479 b","Kepler-479",2016,"Transit","Kepler",12.49341307000,0.0963600000,2.12000000,5.14000000,649.00,5247.00,344.90100000,1,1
"Kepler-480 b","Kepler-480",2016,"Transit","Kepler",4.91958379500,0.0602400000,2.78000000,8.15000000,1312.00,6322.00,847.50800000,1,1
"Kepler-481 b","Kepler-481",2016,"Transit","Kepler",10.06082567000,0.0892600000,2.50000000,6.80000000,899.00,5802.00,813.72400000,1,1
"Kepler-482 b","Kepler-482",2016,"Transit","Kepler",56.35418576000,0.2578700000,2.36000000,6.17000000,352.00,4871.00,313.06800000,1,1
"Kepler-483 b","Kepler-483",2016,"Transit","Kepler",30.22910400000,0.1947100000,3.21000000,10.40000000,755.00,6346.00,860.35500000,1,1
"Kepler-484 b","Kepler-484",2016,"Transit","Kepler",10.04556931300,0.0903600000,2.28000000,5.82000000,766.00,5668.00,382.13600000,1,1
"Kepler-485 b","Kepler-485",2016,"Transit","Kepler",3.24325979600,0.0440100000,14.41000000,,1243.00,5958.00,1140.95000000,1,1
"Kepler-487 b","Kepler-487",2016,"Transit","Kepler",15.35876840300,0.1181900000,11.42000000,,662.00,5444.00,872.34300000,1,3
"Kepler-487 c","Kepler-487",2016,"Transit","Kepler",38.65199760000,0.2186400000,2.68000000,7.65000000,487.00,5444.00,872.34300000,1,3
"Kepler-489 b","Kepler-489",2016,"Transit","Kepler",17.27629611900,0.1210900000,7.72000000,46.10000000,538.00,5014.00,369.64500000,1,1
"Kepler-490 b","Kepler-490",2016,"Transit","Kepler",3.26869515400,0.0453000000,11.65000000,,1597.00,6045.00,1523.00000000,1,1
"Kepler-491 b","Kepler-491",2016,"Transit","Kepler",4.22538451200,0.0519100000,8.92000000,59.00000000,1111.00,5582.00,630.78500000,1,1
"Kepler-493 b","Kepler-493",2016,"Transit","Kepler",3.00387658100,0.0439000000,15.13000000,,1438.00,6457.00,1745.77000000,1,1
"Kepler-495 b","Kepler-495",2016,"Transit","Kepler",3.41303622100,0.0427000000,5.23000000,23.80000000,1200.00,5346.00,658.92400000,1,2
"Kepler-496 b","Kepler-496",2016,"Transit","Kepler",8.30864937000,0.0747000000,2.32000000,5.99000000,747.00,5293.00,605.27400000,1,1
"Kepler-497 b","Kepler-497",2016,"Transit","Kepler",3.57320367100,0.0457000000,6.04000000,30.40000000,1210.00,5834.00,1291.98000000,1,1
"Kepler-498 b","Kepler-498",2016,"Transit","Kepler",9.61375356000,0.0897000000,3.03000000,9.43000000,931.00,5744.00,938.84400000,1,1
"Kepler-499 b","Kepler-499",2016,"Transit","Kepler",5.63252845300,0.0598000000,2.17000000,5.35000000,844.00,5312.00,556.72600000,1,1
"Kepler-500 b","Kepler-500",2016,"Transit","Kepler",8.50832439800,0.0836100000,2.58000000,7.18000000,909.00,5813.00,807.48000000,1,1
"Kepler-501 b","Kepler-501",2016,"Transit","Kepler",5.64067757200,0.0627000000,4.30000000,17.10000000,1125.00,5904.00,1125.24000000,1,2
"Kepler-502 b","Kepler-502",2016,"Transit","Kepler",4.28686431000,0.0535000000,4.77000000,20.40000000,1217.00,6125.00,1591.04000000,1,1
"Kepler-504 b","Kepler-504",2016,"Transit","Kepler",9.54927542200,0.0646000000,1.59000000,3.15000000,374.00,3519.00,99.06880000,2,1
"Kepler-505 b","Kepler-505",2016,"Transit","Kepler",27.52197994000,0.1445000000,2.60000000,7.27000000,314.00,3931.00,283.41000000,1,1
"Kepler-506 b","Kepler-506",2016,"Transit","Kepler",6.88340550000,0.0743700000,2.73000000,7.90000000,1080.00,6236.00,228.43900000,1,1
"Kepler-507 b","Kepler-507",2016,"Transit","Kepler",3.56809692600,0.0478100000,1.30000000,5.69692195,1407.00,6113.00,391.64400000,1,1
"Kepler-508 b","Kepler-508",2016,"Transit","Kepler",25.30889748000,0.1727400000,1.64000000,3.33000000,710.00,6025.00,324.61800000,1,1
"Kepler-509 b","Kepler-509",2016,"Transit","Kepler",41.74600392000,0.2370200000,2.49000000,6.76000000,584.00,6060.00,332.44300000,1,1
"Kepler-510 b","Kepler-510",2016,"Transit","Kepler",19.55659418000,0.1352000000,2.47000000,6.66000000,797.00,5746.00,386.17700000,1,1
"Kepler-511 b","Kepler-511",2016,"Transit","Kepler",296.63786500000,0.8567200000,6.35000000,33.10000000,332.00,5770.00,651.99900000,1,2
"Kepler-512 b","Kepler-512",2016,"Transit","Kepler",34.43587975000,0.2139500000,2.69000000,7.70000000,652.00,5997.00,467.37500000,1,1
"Kepler-513 b","Kepler-513",2016,"Transit","Kepler",28.86235584000,0.1779000000,2.20000000,5.48000000,623.00,5849.00,468.25800000,1,1
"Kepler-514 b","Kepler-514",2016,"Transit","Kepler",5.65179605000,0.0655900000,1.72000000,3.61000000,1248.00,6106.00,455.33600000,2,1
"Kepler-515 b","Kepler-515",2016,"Transit","Kepler",19.96371318000,0.1333000000,1.46000000,2.73000000,564.00,5293.00,255.00000000,2,1
"Kepler-516 b","Kepler-516",2016,"Transit","Kepler",24.85462415000,0.1992000000,5.74000000,27.90000000,1095.00,7099.00,687.09400000,1,1
"Kepler-517 b","Kepler-517",2016,"Transit","Kepler",60.92832271000,0.2868200000,2.67000000,7.61000000,467.00,5690.00,289.90700000,2,1
"Kepler-518 b","Kepler-518",2016,"Transit","Kepler",8.51203587700,0.0799600000,2.11000000,5.10000000,839.00,5842.00,337.90100000,1,1
"Kepler-519 b","Kepler-519",2016,"Transit","Kepler",24.30789460000,0.1593200000,2.10000000,5.06000000,532.00,5260.00,246.61000000,2,1
"Kepler-520 b","Kepler-520",2016,"Transit","Kepler",19.67416124000,0.1462800000,1.66000000,3.39000000,711.00,6112.00,623.90100000,1,2
"Kepler-520 c","Kepler-520",2016,"Transit","Kepler",5.21104261000,0.0603500000,1.07000000,1.24000000,1107.00,6112.00,623.90100000,1,2
"Kepler-521 b","Kepler-521",2016,"Transit","Kepler",22.20813214000,0.1711600000,3.18000000,10.20000000,803.00,6406.00,830.63800000,1,1
"Kepler-522 b","Kepler-522",2016,"Transit","Kepler",38.58422849000,0.2502900000,6.91000000,38.20000000,761.00,6392.00,639.23900000,1,1
"Kepler-523 b","Kepler-523",2016,"Transit","Kepler",5.83598311100,0.0615900000,1.96000000,4.50000000,884.00,5515.00,253.29500000,1,1
"Kepler-524 b","Kepler-524",2016,"Transit","Kepler",7.97419807000,0.0795500000,1.91000000,4.31000000,974.00,6014.00,1058.24000000,1,2
"Kepler-524 c","Kepler-524",2016,"Transit","Kepler",1.88897906000,0.0304600000,0.96000000,0.84000000,1574.00,6014.00,1058.24000000,1,2
"Kepler-525 b","Kepler-525",2016,"Transit","Kepler",18.68404933000,0.1438600000,2.63000000,7.41000000,832.00,5573.00,992.85200000,1,1
"Kepler-526 b","Kepler-526",2016,"Transit","Kepler",5.45849831600,0.0651800000,1.99000000,4.62000000,1099.00,5894.00,666.14600000,1,1
"Kepler-527 b","Kepler-527",2016,"Transit","Kepler",13.28535633000,0.1164600000,2.84000000,8.45000000,1157.00,6388.00,750.04000000,1,1
"Kepler-528 b","Kepler-528",2016,"Transit","Kepler",19.78297415000,0.1421900000,2.08000000,4.98000000,708.00,5807.00,784.23000000,1,1
"Kepler-529 b","Kepler-529",2016,"Transit","Kepler",1.98035766300,0.0309000000,1.86000000,4.12000000,1662.00,6087.00,799.00800000,1,3
"Kepler-529 c","Kepler-529",2016,"Transit","Kepler",12.83450220000,0.1075000000,2.00000000,4.66000000,891.00,6087.00,799.00800000,1,3
"Kepler-530 b","Kepler-530",2016,"Transit","Kepler",39.30941904000,0.2149100000,3.01000000,9.32000000,488.00,5697.00,457.70900000,2,1
"Kepler-531 b","Kepler-531",2016,"Transit","Kepler",29.88485741000,0.1744600000,2.78000000,8.15000000,453.00,4893.00,252.76200000,1,1
"Kepler-532 b","Kepler-532",2016,"Transit","Kepler",12.92491623000,0.1015100000,2.57000000,7.13000000,620.00,5192.00,312.79800000,1,1
"Kepler-533 b","Kepler-533",2016,"Transit","Kepler",28.51120525000,0.1670400000,3.38000000,11.40000000,423.00,4758.00,302.95500000,1,1
"Kepler-534 b","Kepler-534",2016,"Transit","Kepler",15.95994513000,0.1272000000,2.24000000,5.65000000,721.00,5884.00,570.65900000,1,2
"Kepler-535 b","Kepler-535",2016,"Transit","Kepler",4.90332155100,0.0601100000,2.36000000,6.17000000,1247.00,6123.00,685.59900000,1,1
"Kepler-536 b","Kepler-536",2016,"Transit","Kepler",1.82708229900,0.0283500000,3.10000000,9.80000000,1877.00,5524.00,462.32200000,1,1
"Kepler-537 b","Kepler-537",2016,"Transit","Kepler",3.24755521900,0.0431700000,1.41000000,2.57000000,1181.00,5763.00,439.40000000,1,1
"Kepler-538 b","Kepler-538",2016,"Transit","Kepler",81.73778000000,0.3554000000,2.21500000,12.90000000,417.00,5534.00,155.95600000,2,1
"Kepler-539 b","Kepler-539",2016,"Transit","Kepler",125.63243000000,0.4988000000,8.37312300,308.29510000,387.60,5820.00,307.31800000,1,2
"Kepler-539 c","Kepler-539",2016,"Transit Timing Variations","Kepler",1000.00000000000,2.4200000000,13.30000000,762.79200000,253.00,5820.00,307.31800000,1,2
"Kepler-540 b","Kepler-540",2016,"Transit","Kepler",172.70497840000,0.5882200000,2.71000000,7.80000000,355.00,5946.00,390.37400000,1,1
"Kepler-541 b","Kepler-541",2016,"Transit","Kepler",5.08005848000,0.0644700000,3.36000000,11.20000000,1673.00,6166.00,1060.68000000,1,1
"Kepler-542 b","Kepler-542",2016,"Transit","Kepler",13.14497566000,0.1070300000,1.57000000,3.09000000,698.00,5526.00,436.01600000,1,1
"Kepler-543 b","Kepler-543",2016,"Transit","Kepler",13.89961966000,0.1023000000,2.50000000,6.80000000,521.00,4671.00,221.80200000,1,1
"Kepler-544 b","Kepler-544",2016,"Transit","Kepler",21.41616926000,0.1548200000,2.12000000,5.14000000,748.00,6206.00,963.18000000,1,1
"Kepler-545 b","Kepler-545",2016,"Transit","Kepler",13.24934059000,0.1124800000,2.69000000,7.70000000,806.00,5882.00,818.00100000,1,1
"Kepler-546 b","Kepler-546",2016,"Transit","Kepler",4.14702025800,0.0502000000,7.00000000,39.10000000,1258.00,5967.00,1019.65000000,1,1
"Kepler-547 b","Kepler-547",2016,"Transit","Kepler",6.01038428900,0.0580000000,4.00000000,15.10000000,768.00,4828.00,378.97200000,1,1
"Kepler-548 b","Kepler-548",2016,"Transit","Kepler",4.45419433800,0.0495000000,11.99000000,,1017.00,5535.00,751.77600000,1,1
"Kepler-549 b","Kepler-549",2016,"Transit","Kepler",42.94956490000,0.2323600000,2.57000000,11.00000000,487.00,5360.00,635.14500000,1,3
"Kepler-549 c","Kepler-549",2016,"Transit","Kepler",117.04049800000,0.4533200000,2.93000000,8.91000000,349.00,5360.00,635.14500000,1,3
"Kepler-550 b","Kepler-550",2016,"Transit","Kepler",8.60010410900,0.0747000000,4.42000000,17.90000000,760.00,5322.00,531.94400000,1,1
"Kepler-551 b","Kepler-551",2016,"Transit","Kepler",12.37646610000,0.0893000000,2.73000000,7.90000000,483.00,4286.00,311.17500000,1,1
"Kepler-552 b","Kepler-552",2016,"Transit","Kepler",5.26341576500,0.0612000000,3.95000000,14.80000000,1103.00,5863.00,843.68900000,1,1
"Kepler-553 b","Kepler-553",2016,"Transit","Kepler",4.03046700000,0.0476600000,4.74139884,116.00736855,1089.00,5191.00,728.52500000,1,2
"Kepler-553 c","Kepler-553",2016,"Transit","Kepler",328.24017000000,0.8980000000,11.57887706,2129.45032690,251.00,5191.00,728.52500000,1,2
"Kepler-554 b","Kepler-554",2016,"Transit","Kepler",1.90220855600,0.0302200000,4.29000000,17.00000000,1346.00,5447.00,690.52500000,1,1
"Kepler-555 b","Kepler-555",2016,"Transit","Kepler",16.21775407000,0.1201000000,2.83000000,8.40000000,664.00,5894.00,973.12100000,1,1
"Kepler-556 b","Kepler-556",2016,"Transit","Kepler",11.72292176000,0.0983300000,2.24000000,5.65000000,766.00,5740.00,674.59800000,1,1
"Kepler-557 b","Kepler-557",2016,"Transit","Kepler",3.70598955100,0.0469000000,2.67000000,7.61000000,1281.00,6068.00,2097.12000000,1,1
"Kepler-558 b","Kepler-558",2016,"Transit","Kepler",29.00790538000,0.1759000000,2.37000000,6.21000000,498.00,5242.00,661.87600000,1,1
"Kepler-559 b","Kepler-559",2016,"Transit","Kepler",17.58752333000,0.1277000000,3.61000000,12.70000000,706.00,5630.00,776.70800000,1,1
"Kepler-56 d","Kepler-56",2016,"Radial Velocity","Multiple Observatories",1002.00000000000,2.1600000000,12.80000000,1784.00000000,324.75,4819.44,912.99400000,1,3
"Kepler-560 b","Kepler-560",2016,"Transit","Kepler",18.47764449000,0.0899000000,1.72000000,3.61000000,298.00,3556.00,109.30800000,2,1
"Kepler-561 b","Kepler-561",2016,"Transit","Kepler",58.36204950000,0.2925600000,6.96000000,38.70000000,446.00,5646.00,621.37800000,1,2
"Kepler-561 c","Kepler-561",2016,"Transit","Kepler",5.35016198300,0.0594700000,2.68000000,7.65000000,989.00,5646.00,621.37800000,1,2
"Kepler-562 b","Kepler-562",2016,"Transit","Kepler",18.00931443600,0.1333000000,5.21000000,23.70000000,658.00,5575.00,992.76900000,1,1
"Kepler-563 b","Kepler-563",2016,"Transit","Kepler",22.18432708000,0.1418000000,3.09000000,9.75000000,546.00,5066.00,565.20700000,1,1
"Kepler-564 b","Kepler-564",2016,"Transit","Kepler",3.75083228500,0.0484000000,4.63000000,19.40000000,1129.00,5626.00,863.03700000,1,1
"Kepler-565 b","Kepler-565",2016,"Transit","Kepler",4.24374722600,0.0501000000,3.64000000,12.90000000,1063.00,5735.00,1041.00000000,1,1
"Kepler-566 b","Kepler-566",2016,"Transit","Kepler",18.42794624000,0.1247000000,2.15000000,5.27000000,526.00,5132.00,564.27700000,1,1
"Kepler-567 b","Kepler-567",2016,"Transit","Kepler",16.54297375000,0.1229000000,2.25000000,5.69000000,611.00,5148.00,558.81000000,1,1
"Kepler-568 b","Kepler-568",2016,"Transit","Kepler",11.02347475000,0.0794000000,2.26000000,5.73000000,429.00,3768.00,130.64500000,1,1
"Kepler-569 b","Kepler-569",2016,"Transit","Kepler",34.18890521000,0.1978400000,3.16000000,10.10000000,526.00,5616.00,638.30100000,1,1
"Kepler-570 b","Kepler-570",2016,"Transit","Kepler",4.30166200300,0.0497000000,2.45000000,6.57000000,1009.00,5496.00,568.14800000,1,1
"Kepler-571 b","Kepler-571",2016,"Transit","Kepler",4.79859938800,0.0546000000,2.64000000,7.46000000,978.00,5527.00,723.87500000,1,1
"Kepler-572 b","Kepler-572",2016,"Transit","Kepler",17.20523483000,0.1192000000,2.58000000,7.18000000,553.00,5212.00,504.66700000,1,1
"Kepler-573 b","Kepler-573",2016,"Transit","Kepler",22.18329658000,0.1452700000,2.79000000,8.20000000,646.00,5746.00,771.47100000,1,1
"Kepler-574 b","Kepler-574",2016,"Transit","Kepler",7.65880414000,0.0723000000,2.39000000,6.30000000,858.00,5612.00,682.89600000,1,1
"Kepler-575 b","Kepler-575",2016,"Transit","Kepler",9.37891944000,0.0788000000,2.39000000,6.30000000,803.00,5710.00,853.97700000,1,1
"Kepler-576 b","Kepler-576",2016,"Transit","Kepler",29.91136794000,0.1790000000,3.27000000,10.70000000,541.00,5672.00,617.55000000,1,1
"Kepler-577 b","Kepler-577",2016,"Transit","Kepler",25.69578251000,0.1348000000,2.55000000,7.04000000,314.00,4984.00,524.24700000,1,1
"Kepler-578 b","Kepler-578",2016,"Transit","Kepler",1.61688369600,0.0266000000,2.00000000,4.66000000,1774.00,5334.00,541.43200000,1,1
"Kepler-579 b","Kepler-579",2016,"Transit","Kepler",9.66857723000,0.0854000000,2.00000000,4.66000000,730.00,5636.00,530.76500000,1,1
"Kepler-580 b","Kepler-580",2016,"Transit","Kepler",8.22241965600,0.0683000000,2.57000000,7.13000000,558.00,4298.00,323.89900000,1,1
"Kepler-581 b","Kepler-581",2016,"Transit","Kepler",40.60698210000,0.2259000000,2.63000000,7.41000000,521.00,5772.00,703.75800000,1,1
"Kepler-582 b","Kepler-582",2016,"Transit","Kepler",18.49235668000,0.1254000000,3.68000000,13.10000000,603.00,5564.00,613.17900000,1,1
"Kepler-583 b","Kepler-583",2016,"Transit","Kepler",6.51002530000,0.0689000000,2.28000000,5.82000000,1017.00,5523.00,867.27100000,1,1
"Kepler-584 b","Kepler-584",2016,"Transit","Kepler",35.18103040000,0.2281000000,4.21000000,16.50000000,664.00,6195.00,1848.84000000,1,1
"Kepler-585 b","Kepler-585",2016,"Transit","Kepler",2.75235975300,0.0384100000,2.83000000,8.40000000,1178.00,5593.00,585.18700000,1,1
"Kepler-586 b","Kepler-586",2016,"Transit","Kepler",2.10472218400,0.0331000000,2.79000000,8.20000000,1365.00,5575.00,693.76600000,1,1
"Kepler-587 b","Kepler-587",2016,"Transit","Kepler",10.94027841000,0.0952000000,2.23000000,5.60000000,764.00,5549.00,787.89400000,1,1
"Kepler-588 b","Kepler-588",2016,"Transit","Kepler",4.22162535700,0.0520000000,2.63000000,7.41000000,1176.00,5835.00,1209.40000000,1,1
"Kepler-589 b","Kepler-589",2016,"Transit","Kepler",16.54964934000,0.1196000000,2.27000000,5.77000000,656.00,5296.00,612.80300000,1,2
"Kepler-590 b","Kepler-590",2016,"Transit","Kepler",5.85296257000,0.0647000000,4.02000000,15.20000000,1056.00,6000.00,1421.81000000,1,1
"Kepler-591 b","Kepler-591",2016,"Transit","Kepler",81.16942990000,0.3554000000,3.39000000,11.40000000,436.00,5677.00,785.13700000,1,1
"Kepler-592 b","Kepler-592",2016,"Transit","Kepler",2.82019240800,0.0397000000,2.39000000,6.30000000,1367.00,5913.00,1153.13000000,1,1
"Kepler-593 b","Kepler-593",2016,"Transit","Kepler",21.21708973000,0.1508000000,2.87000000,8.60000000,706.00,5967.00,973.76000000,1,1
"Kepler-594 b","Kepler-594",2016,"Transit","Kepler",13.64618192000,0.1089000000,2.18000000,5.39000000,678.00,5485.00,769.20000000,1,1
"Kepler-595 b","Kepler-595",2016,"Transit","Kepler",25.30290920000,0.1582000000,3.70800000,17.40000000,535.00,5138.50,643.00900000,1,2
"Kepler-596 b","Kepler-596",2016,"Transit","Kepler",21.30022655000,0.1516100000,3.46000000,11.80000000,725.00,6267.00,1023.85000000,1,1
"Kepler-597 b","Kepler-597",2016,"Transit","Kepler",13.02365861000,0.1091600000,2.37000000,6.21000000,743.00,5683.00,663.41800000,1,1
"Kepler-598 b","Kepler-598",2016,"Transit","Kepler",3.70175428000,0.0448700000,1.50000000,2.86000000,1050.00,5307.00,681.08600000,1,2
"Kepler-599 b","Kepler-599",2016,"Transit","Kepler",15.65562652000,0.1128000000,2.84000000,8.45000000,623.00,5127.00,558.51700000,1,1
"Kepler-600 b","Kepler-600",2016,"Transit","Kepler",23.67517607000,0.1536000000,2.90000000,8.75000000,528.00,5279.00,619.72300000,1,1
"Kepler-601 b","Kepler-601",2016,"Transit","Kepler",5.37886844100,0.0549400000,1.90000000,4.27000000,833.00,5160.00,414.82500000,1,1
"Kepler-602 b","Kepler-602",2016,"Transit","Kepler",15.28469497000,0.1224000000,2.09000000,5.02000000,852.00,6062.00,1159.31000000,1,1
